Cliente_Cod,Cliente_Status,Cliente_Idade,Cliente_Genero,Dependent_count,Cliente_Nivel_Educacao,Estado_Civil,Categoria_Cartao
719728383,Existing Customer,38,F,4,Graduate,Married,Blue
718726833,Existing Customer,39,M,1,High School,Married,Blue
780605508,Existing Customer,53,M,1,Unknown,Married,Blue
719450508,Existing Customer,53,M,2,High School,Married,Blue
711213108,Existing Customer,32,M,1,College,Divorced,Blue
708488208,Existing Customer,57,F,3,Uneducated,Married,Blue
717206508,Existing Customer,65,F,0,High School,Married,Blue
821836008,Existing Customer,57,M,2,Uneducated,Single,Blue
807244983,Existing Customer,65,F,0,College,Married,Blue
821872758,Existing Customer,65,M,0,High School,Single,Silver
809959683,Existing Customer,55,M,2,College,Married,Blue
715079208,Existing Customer,54,M,1,College,Married,Blue
767049258,Existing Customer,44,M,4,High School,Single,Blue
709579383,Existing Customer,58,M,1,Uneducated,Married,Blue
781923483,Existing Customer,53,F,1,College,Married,Blue
718654533,Existing Customer,33,F,1,High School,Single,Silver
716169258,Existing Customer,47,F,5,Graduate,Married,Blue
713908683,Existing Customer,51,M,1,Unknown,Single,Blue
708212658,Existing Customer,38,F,3,Graduate,Married,Blue
756013833,Existing Customer,57,M,3,Doctorate,Married,Blue
719358333,Existing Customer,36,M,4,Uneducated,Married,Blue
713735508,Existing Customer,35,M,3,Uneducated,Married,Blue
805259733,Existing Customer,55,F,2,Unknown,Married,Blue
738749733,Existing Customer,57,F,4,Doctorate,Married,Blue
814833408,Existing Customer,56,M,2,Doctorate,Married,Blue
719182308,Existing Customer,38,F,2,High School,Single,Blue
818497758,Existing Customer,54,F,3,Graduate,Married,Blue
719518308,Existing Customer,48,M,2,Unknown,Unknown,Blue
709991883,Attrited Customer,53,M,1,Graduate,Married,Blue
770901258,Existing Customer,30,F,1,Graduate,Married,Blue
711499158,Existing Customer,47,M,2,Uneducated,Married,Silver
720445533,Existing Customer,60,F,1,College,Married,Blue
809951133,Attrited Customer,54,M,3,College,Single,Blue
714657108,Existing Customer,37,F,2,Uneducated,Married,Blue
789048858,Existing Customer,32,F,1,Post-Graduate,Married,Blue
771816408,Existing Customer,44,F,4,Uneducated,Married,Blue
798158808,Existing Customer,53,F,1,College,Single,Blue
787685658,Existing Customer,43,M,2,High School,Divorced,Blue
720141408,Attrited Customer,49,F,2,Graduate,Single,Blue
788699808,Existing Customer,38,F,4,Unknown,Single,Blue
708216108,Existing Customer,56,F,1,College,Married,Blue
715074258,Existing Customer,26,F,0,Graduate,Single,Blue
771653583,Existing Customer,58,M,1,High School,Married,Blue
717374358,Existing Customer,33,M,1,Unknown,Married,Blue
720836808,Existing Customer,35,M,3,High School,Single,Blue
818701383,Existing Customer,37,M,3,High School,Married,Blue
717277833,Existing Customer,27,F,1,Graduate,Single,Blue
778137108,Existing Customer,43,M,4,High School,Single,Blue
720973833,Existing Customer,49,M,2,Graduate,Divorced,Blue
768490458,Attrited Customer,49,M,2,Uneducated,Married,Blue
751487358,Existing Customer,39,F,3,Graduate,Married,Blue
712742808,Existing Customer,41,F,3,Uneducated,Married,Blue
712820208,Existing Customer,32,F,0,High School,Divorced,Blue
794649858,Existing Customer,58,F,1,Uneducated,Married,Blue
755262933,Existing Customer,56,M,2,Post-Graduate,Married,Blue
709541433,Existing Customer,37,M,2,Graduate,Married,Blue
820622433,Existing Customer,39,M,1,High School,Married,Blue
712586583,Existing Customer,26,F,0,Graduate,Single,Blue
709816158,Existing Customer,31,F,1,Unknown,Single,Silver
712196508,Attrited Customer,46,F,3,High School,Single,Blue
767269908,Existing Customer,36,M,2,College,Married,Blue
710927733,Existing Customer,39,M,1,Unknown,Married,Blue
711310908,Existing Customer,53,F,4,College,Married,Blue
788862333,Existing Customer,38,F,3,Uneducated,Married,Blue
713194608,Existing Customer,37,M,2,Graduate,Married,Blue
793550958,Existing Customer,47,F,2,Graduate,Married,Blue
712607583,Existing Customer,56,M,1,College,Divorced,Blue
713921058,Existing Customer,55,F,3,High School,Married,Blue
709183683,Existing Customer,31,F,0,Uneducated,Single,Blue
713407458,Existing Customer,62,F,0,Graduate,Single,Blue
715241583,Existing Customer,34,M,3,High School,Married,Blue
710475408,Existing Customer,33,M,3,High School,Married,Blue
708971583,Existing Customer,38,F,2,Uneducated,Single,Blue
714547458,Existing Customer,65,M,0,Graduate,Married,Blue
827631483,Existing Customer,57,M,1,High School,Married,Blue
711159108,Attrited Customer,58,F,0,High School,Married,Blue
789262683,Existing Customer,60,M,1,Unknown,Divorced,Blue
712940508,Existing Customer,39,M,3,Unknown,Single,Blue
789733008,Existing Customer,39,F,2,High School,Married,Blue
714703158,Existing Customer,39,F,2,High School,Married,Blue
710255208,Existing Customer,60,M,0,Uneducated,Married,Blue
779236083,Existing Customer,37,F,3,High School,Married,Blue
713438358,Existing Customer,41,F,4,Graduate,Married,Blue
715973583,Existing Customer,56,M,3,Uneducated,Married,Blue
794113758,Existing Customer,60,M,0,High School,Married,Blue
709452633,Existing Customer,56,F,4,High School,Single,Blue
788210583,Existing Customer,62,M,0,College,Married,Blue
717784983,Existing Customer,41,F,2,Uneducated,Married,Blue
786557358,Existing Customer,44,F,1,Unknown,Married,Blue
768460908,Existing Customer,59,M,1,Graduate,Single,Blue
718899708,Existing Customer,55,F,1,College,Married,Blue
714697533,Existing Customer,26,M,1,High School,Single,Blue
713206683,Attrited Customer,40,M,4,Graduate,Single,Silver
708679383,Existing Customer,44,F,2,Unknown,Unknown,Blue
713067033,Existing Customer,37,M,2,Uneducated,Single,Blue
789314133,Existing Customer,37,M,1,High School,Married,Blue
713956308,Existing Customer,65,F,0,Graduate,Married,Blue
711595833,Existing Customer,46,M,3,College,Married,Blue
779521533,Existing Customer,53,M,2,High School,Married,Blue
715225458,Existing Customer,56,F,1,Uneducated,Married,Blue
716487408,Existing Customer,48,M,3,Graduate,Married,Blue
719338383,Existing Customer,34,M,2,High School,Married,Blue
710523333,Existing Customer,65,M,0,Graduate,Married,Blue
787489083,Existing Customer,55,M,4,Post-Graduate,Married,Blue
720747633,Existing Customer,32,M,1,Unknown,Married,Blue
779480658,Existing Customer,58,F,4,Graduate,Married,Blue
711498258,Existing Customer,54,M,3,High School,Married,Blue
709316433,Existing Customer,52,M,2,High School,Single,Silver
778734108,Existing Customer,36,M,3,Uneducated,Married,Blue
778388358,Attrited Customer,56,M,3,Graduate,Single,Blue
716773533,Existing Customer,33,M,3,Graduate,Married,Blue
822130683,Existing Customer,61,M,0,Graduate,Married,Blue
717268458,Existing Customer,61,M,0,Graduate,Married,Blue
827888433,Existing Customer,43,M,4,Uneducated,Single,Blue
716522583,Existing Customer,48,F,3,College,Divorced,Blue
789415983,Existing Customer,36,M,3,Graduate,Married,Blue
719819958,Existing Customer,34,M,2,Uneducated,Married,Blue
769579608,Existing Customer,53,F,1,Graduate,Single,Blue
772353408,Existing Customer,43,F,5,Unknown,Single,Blue
716615583,Existing Customer,61,F,1,High School,Married,Blue
781131483,Existing Customer,55,M,2,High School,Married,Blue
719101908,Existing Customer,51,F,1,Graduate,Married,Blue
720521808,Existing Customer,38,M,1,Graduate,Single,Blue
718136283,Existing Customer,52,M,2,Uneducated,Single,Blue
778855383,Existing Customer,36,F,5,High School,Married,Blue
779722308,Attrited Customer,45,F,3,High School,Married,Blue
818926833,Existing Customer,34,F,3,College,Married,Blue
721217283,Existing Customer,27,M,0,Graduate,Single,Blue
717167283,Existing Customer,49,F,5,Unknown,Divorced,Blue
713371233,Existing Customer,43,F,1,Graduate,Married,Silver
778426608,Existing Customer,52,M,4,Graduate,Married,Blue
713823033,Attrited Customer,31,F,2,Unknown,Married,Blue
787515333,Attrited Customer,40,M,3,Uneducated,Married,Blue
710944608,Existing Customer,39,M,3,Graduate,Unknown,Blue
718444233,Existing Customer,45,M,3,Graduate,Married,Blue
771099183,Existing Customer,37,F,2,Graduate,Single,Blue
770241333,Existing Customer,49,F,4,Graduate,Divorced,Blue
710819733,Attrited Customer,56,M,3,Graduate,Married,Blue
772155108,Existing Customer,62,F,0,High School,Married,Blue
798796233,Existing Customer,37,F,3,High School,Married,Blue
815472108,Existing Customer,42,M,3,High School,Single,Blue
769145733,Existing Customer,36,M,3,Graduate,Single,Blue
783364233,Existing Customer,59,M,0,Graduate,Married,Blue
772236108,Existing Customer,40,F,1,Graduate,Married,Blue
715640358,Existing Customer,43,M,3,High School,Single,Blue
713529858,Existing Customer,29,M,2,Graduate,Divorced,Silver
715684308,Existing Customer,42,F,4,Graduate,Married,Blue
709451508,Existing Customer,63,F,1,High School,Married,Blue
709204158,Existing Customer,36,F,2,Post-Graduate,Single,Blue
713182458,Existing Customer,53,M,4,High School,Married,Blue
710624658,Existing Customer,36,F,2,Uneducated,Married,Blue
716355783,Existing Customer,36,M,3,Unknown,Married,Blue
716793108,Existing Customer,26,M,0,College,Single,Blue
716162583,Existing Customer,45,F,0,Unknown,Single,Blue
714051033,Existing Customer,55,F,0,Graduate,Married,Blue
715007583,Existing Customer,61,F,0,Unknown,Unknown,Blue
719139558,Existing Customer,26,M,0,Uneducated,Single,Blue
794632308,Existing Customer,40,M,4,Graduate,Married,Silver
770662383,Existing Customer,38,M,2,Graduate,Single,Blue
714787383,Existing Customer,32,F,0,College,Married,Blue
714700158,Existing Customer,53,M,2,Unknown,Married,Blue
710581758,Existing Customer,52,F,2,Graduate,Single,Blue
720497958,Existing Customer,29,M,1,Graduate,Married,Blue
720920058,Existing Customer,38,M,2,Graduate,Married,Blue
710872233,Existing Customer,27,M,0,Unknown,Single,Blue
709855608,Existing Customer,46,F,4,High School,Married,Blue
815484783,Existing Customer,57,M,0,Uneducated,Single,Blue
771602883,Existing Customer,42,M,3,High School,Single,Blue
755953308,Existing Customer,62,F,0,Post-Graduate,Married,Blue
758408883,Existing Customer,37,F,1,Graduate,Unknown,Blue
717940008,Existing Customer,57,F,2,Unknown,Divorced,Blue
720917808,Existing Customer,35,M,2,High School,Single,Blue
812801958,Existing Customer,55,F,1,Unknown,Married,Blue
714997683,Existing Customer,56,F,4,Graduate,Married,Blue
709379283,Existing Customer,39,M,2,Graduate,Married,Blue
711840408,Existing Customer,64,M,0,College,Married,Blue
785328408,Existing Customer,37,F,4,Graduate,Married,Blue
719873808,Existing Customer,34,M,1,College,Married,Blue
715528983,Existing Customer,46,M,5,Uneducated,Divorced,Blue
720254883,Existing Customer,65,F,0,High School,Married,Blue
811980858,Existing Customer,36,M,0,Graduate,Married,Blue
711330408,Existing Customer,35,F,2,College,Married,Blue
718465458,Existing Customer,49,M,1,Unknown,Single,Blue
710616183,Existing Customer,46,F,3,Uneducated,Single,Blue
714580158,Existing Customer,26,M,0,Post-Graduate,Married,Blue
710798883,Existing Customer,52,M,3,Graduate,Single,Blue
720511608,Existing Customer,38,F,0,Graduate,Married,Blue
708913233,Existing Customer,37,M,1,High School,Married,Blue
788038383,Existing Customer,33,F,3,Graduate,Married,Blue
719905908,Existing Customer,59,M,1,Uneducated,Married,Blue
807044958,Existing Customer,34,M,3,High School,Married,Blue
719514783,Existing Customer,39,F,3,Post-Graduate,Unknown,Blue
787643658,Existing Customer,59,M,0,Graduate,Married,Blue
779138883,Existing Customer,50,M,1,Graduate,Married,Blue
708173433,Existing Customer,26,F,1,Unknown,Single,Blue
778401033,Existing Customer,32,M,0,High School,Married,Blue
818375733,Attrited Customer,51,F,2,College,Married,Blue
711048783,Existing Customer,41,M,4,Doctorate,Married,Blue
721415658,Existing Customer,39,F,1,Graduate,Married,Blue
717961458,Existing Customer,49,F,2,Uneducated,Single,Blue
718563483,Existing Customer,30,M,2,Unknown,Divorced,Blue
717128283,Existing Customer,40,F,3,High School,Unknown,Blue
718068933,Existing Customer,36,F,3,Uneducated,Single,Blue
718623783,Existing Customer,56,M,2,College,Married,Blue
716565258,Existing Customer,37,M,3,Doctorate,Single,Blue
712505658,Existing Customer,51,F,4,Unknown,Single,Blue
792565908,Existing Customer,36,F,2,Uneducated,Single,Blue
709267308,Existing Customer,62,M,1,Graduate,Married,Blue
710035008,Existing Customer,31,F,0,Uneducated,Single,Blue
790082508,Existing Customer,42,M,4,High School,Single,Blue
716866308,Existing Customer,38,M,2,High School,Married,Blue
709707033,Attrited Customer,45,M,3,Graduate,Single,Blue
718346658,Existing Customer,50,F,2,Graduate,Married,Blue
824157858,Existing Customer,58,M,3,Graduate,Married,Blue
709735008,Existing Customer,35,M,2,High School,Married,Blue
814593858,Existing Customer,58,M,3,High School,Single,Blue
718416858,Existing Customer,42,M,5,Graduate,Married,Blue
710307933,Existing Customer,32,F,0,College,Single,Blue
715870758,Existing Customer,35,M,4,Graduate,Married,Blue
713819283,Existing Customer,51,M,1,Uneducated,Married,Blue
710424408,Existing Customer,63,M,2,Graduate,Married,Blue
709493283,Existing Customer,42,M,2,Unknown,Single,Blue
712489158,Existing Customer,36,F,0,Uneducated,Single,Blue
719013108,Existing Customer,42,M,3,Graduate,Divorced,Blue
721178583,Attrited Customer,37,F,3,Graduate,Unknown,Blue
717769008,Existing Customer,38,M,2,Graduate,Married,Blue
709986633,Existing Customer,29,M,1,High School,Married,Blue
721062408,Existing Customer,54,M,2,Uneducated,Divorced,Blue
771349458,Existing Customer,33,M,2,Graduate,Married,Blue
780557658,Existing Customer,63,F,0,Uneducated,Married,Blue
771441558,Existing Customer,49,M,2,Post-Graduate,Married,Blue
756409758,Existing Customer,44,F,2,Graduate,Married,Blue
720009558,Existing Customer,33,F,2,College,Single,Gold
778885158,Existing Customer,57,M,3,Uneducated,Married,Blue
715543908,Existing Customer,52,F,3,Uneducated,Married,Blue
717591483,Existing Customer,52,F,3,Graduate,Single,Blue
715042608,Existing Customer,39,F,2,Doctorate,Married,Blue
755959683,Existing Customer,50,F,5,Unknown,Unknown,Blue
715367058,Existing Customer,43,M,3,College,Unknown,Blue
714573258,Existing Customer,36,M,2,Post-Graduate,Single,Blue
712281183,Existing Customer,55,M,4,Graduate,Married,Blue
717670758,Existing Customer,30,F,1,Graduate,Single,Blue
720666333,Existing Customer,36,M,3,Unknown,Married,Blue
771556308,Existing Customer,26,F,0,High School,Single,Blue
708931908,Existing Customer,48,M,3,High School,Single,Blue
718894233,Existing Customer,53,F,2,Graduate,Married,Blue
771544533,Attrited Customer,42,F,5,High School,Married,Blue
708927108,Attrited Customer,53,M,2,Graduate,Married,Blue
717831783,Existing Customer,58,F,2,Uneducated,Married,Blue
709288383,Existing Customer,32,M,2,Graduate,Divorced,Blue
710813733,Existing Customer,48,M,4,Uneducated,Married,Silver
721084833,Existing Customer,48,M,5,High School,Married,Silver
711258108,Existing Customer,54,M,1,College,Married,Blue
710149008,Existing Customer,59,M,0,High School,Married,Blue
711902058,Existing Customer,35,M,2,Graduate,Married,Blue
716757033,Existing Customer,37,M,4,Post-Graduate,Married,Blue
712688433,Existing Customer,36,M,3,High School,Divorced,Blue
713203908,Existing Customer,26,M,0,Uneducated,Single,Blue
711772008,Attrited Customer,35,F,3,Graduate,Single,Blue
708799983,Attrited Customer,40,M,1,Post-Graduate,Married,Blue
778882758,Existing Customer,55,F,2,Unknown,Married,Blue
709157133,Existing Customer,39,M,1,Unknown,Divorced,Blue
741344808,Existing Customer,39,F,2,Graduate,Married,Blue
739692933,Existing Customer,46,F,2,Unknown,Single,Blue
766429908,Existing Customer,49,M,2,High School,Unknown,Blue
802087683,Existing Customer,32,M,0,Post-Graduate,Married,Blue
712491108,Existing Customer,35,M,1,Post-Graduate,Married,Blue
714767508,Existing Customer,39,M,2,Graduate,Married,Blue
720376008,Existing Customer,53,F,2,Graduate,Married,Blue
779126658,Existing Customer,26,F,0,Graduate,Single,Blue
793222008,Existing Customer,32,M,0,High School,Married,Blue
720812433,Existing Customer,54,M,2,College,Married,Blue
717623583,Existing Customer,36,F,3,High School,Married,Blue
708878508,Existing Customer,45,F,3,High School,Married,Blue
710043408,Existing Customer,49,M,3,Graduate,Married,Blue
789079758,Existing Customer,44,M,4,Doctorate,Unknown,Blue
721311333,Existing Customer,32,M,1,High School,Married,Blue
710749458,Existing Customer,64,F,0,Doctorate,Married,Blue
778275783,Existing Customer,37,F,2,Unknown,Unknown,Blue
799498158,Existing Customer,31,M,1,Post-Graduate,Married,Blue
716334258,Existing Customer,49,F,3,Uneducated,Divorced,Blue
716075208,Existing Customer,32,F,3,High School,Married,Blue
780276258,Existing Customer,53,M,2,High School,Married,Blue
789282333,Existing Customer,62,F,0,Graduate,Married,Blue
811571733,Existing Customer,26,F,0,Unknown,Single,Blue
709429533,Existing Customer,49,F,5,Graduate,Divorced,Blue
715247508,Existing Customer,30,F,1,Graduate,Married,Blue
718784358,Existing Customer,34,M,4,Uneducated,Single,Blue
751450008,Existing Customer,41,M,1,Post-Graduate,Single,Blue
719227233,Existing Customer,27,F,1,Unknown,Single,Blue
711050058,Existing Customer,33,F,2,Uneducated,Married,Blue
779040408,Existing Customer,56,M,2,High School,Married,Blue
714024858,Existing Customer,36,M,3,High School,Married,Blue
789849108,Existing Customer,35,M,1,Graduate,Single,Blue
710391258,Existing Customer,27,M,0,Graduate,Married,Blue
718830183,Existing Customer,46,M,1,High School,Single,Blue
779696883,Existing Customer,48,M,2,Graduate,Divorced,Blue
719249733,Existing Customer,54,M,1,Unknown,Single,Blue
737971833,Existing Customer,38,M,1,Graduate,Married,Blue
772468983,Existing Customer,36,M,1,Post-Graduate,Married,Blue
710990283,Existing Customer,56,M,1,High School,Married,Blue
808750458,Existing Customer,32,M,1,Doctorate,Single,Blue
719692983,Existing Customer,36,M,2,Doctorate,Married,Blue
719125158,Existing Customer,35,F,2,High School,Single,Silver
787509408,Existing Customer,26,M,0,College,Single,Blue
719206308,Existing Customer,32,M,1,High School,Married,Blue
717141858,Existing Customer,56,F,2,High School,Single,Blue
713172408,Existing Customer,54,M,1,Unknown,Married,Blue
720314583,Existing Customer,54,M,2,Unknown,Married,Blue
708347583,Existing Customer,37,F,4,Uneducated,Married,Blue
711006783,Existing Customer,38,F,1,Graduate,Single,Blue
718274283,Existing Customer,35,M,3,College,Single,Blue
803977008,Existing Customer,39,M,2,Unknown,Married,Blue
715216908,Existing Customer,48,M,4,Doctorate,Single,Blue
779611008,Existing Customer,29,M,0,Graduate,Married,Blue
811467708,Existing Customer,33,M,2,Graduate,Married,Blue
812597508,Existing Customer,39,F,1,High School,Married,Blue
718651083,Existing Customer,35,F,2,Graduate,Single,Blue
708577308,Existing Customer,43,F,1,Unknown,Divorced,Blue
813990483,Existing Customer,27,F,0,High School,Married,Blue
816319008,Existing Customer,52,F,2,Graduate,Single,Blue
789627258,Existing Customer,31,M,1,Graduate,Single,Blue
713346558,Existing Customer,45,M,4,Graduate,Divorced,Blue
708744933,Existing Customer,35,M,2,High School,Married,Blue
708828258,Existing Customer,55,M,2,College,Married,Blue
713511108,Existing Customer,61,M,1,Uneducated,Married,Blue
710208633,Existing Customer,37,F,1,Graduate,Married,Blue
824165658,Existing Customer,38,M,2,Unknown,Married,Blue
826513233,Existing Customer,54,F,3,Unknown,Married,Blue
788789658,Existing Customer,40,M,5,Unknown,Unknown,Blue
717837858,Existing Customer,47,M,5,College,Married,Blue
709382958,Existing Customer,55,F,2,Graduate,Married,Blue
716253858,Existing Customer,37,M,5,Post-Graduate,Married,Blue
713725683,Existing Customer,36,F,0,College,Single,Blue
710364258,Existing Customer,53,F,2,Uneducated,Married,Blue
816033783,Existing Customer,26,M,0,High School,Single,Blue
715065483,Existing Customer,45,F,3,Graduate,Divorced,Blue
718751133,Existing Customer,36,F,2,Unknown,Married,Blue
713983308,Existing Customer,60,M,0,Post-Graduate,Married,Blue
718418958,Attrited Customer,30,M,1,Post-Graduate,Divorced,Blue
779367858,Existing Customer,39,M,4,High School,Married,Blue
711285633,Existing Customer,33,F,0,Unknown,Single,Blue
714974658,Existing Customer,48,F,4,College,Married,Blue
716374308,Existing Customer,39,M,3,Graduate,Married,Blue
713416233,Existing Customer,38,M,2,Graduate,Married,Blue
797643708,Existing Customer,47,M,1,High School,Married,Blue
808292958,Existing Customer,26,M,0,Graduate,Single,Blue
719831958,Existing Customer,49,M,3,College,Single,Blue
708860358,Existing Customer,38,M,3,High School,Married,Blue
717385983,Existing Customer,30,M,0,Graduate,Married,Blue
719049033,Existing Customer,53,M,3,High School,Married,Blue
717581658,Existing Customer,49,M,2,Unknown,Single,Blue
714347508,Existing Customer,35,M,2,Uneducated,Single,Blue
803833608,Existing Customer,40,M,3,Uneducated,Single,Silver
712576908,Existing Customer,30,M,0,High School,Married,Blue
778511733,Existing Customer,42,F,3,College,Single,Blue
721464783,Existing Customer,62,F,0,Graduate,Married,Blue
821179233,Attrited Customer,50,F,1,Post-Graduate,Single,Blue
713126733,Existing Customer,56,M,3,College,Married,Blue
719688408,Existing Customer,45,M,3,Graduate,Married,Silver
779811183,Existing Customer,35,F,3,Uneducated,Married,Blue
771086208,Existing Customer,57,F,2,Graduate,Married,Blue
715217733,Existing Customer,33,F,2,High School,Single,Blue
813752433,Attrited Customer,43,F,3,Graduate,Single,Blue
711876333,Existing Customer,53,M,3,Graduate,Married,Blue
715256658,Existing Customer,50,M,2,College,Single,Blue
711329658,Existing Customer,30,M,0,High School,Married,Blue
710227908,Existing Customer,37,F,3,Graduate,Single,Blue
716362008,Existing Customer,37,M,2,Doctorate,Married,Blue
714939708,Existing Customer,45,M,3,Graduate,Single,Blue
708083283,Attrited Customer,58,M,0,Unknown,Single,Blue
719431608,Existing Customer,63,F,0,College,Married,Blue
769411758,Existing Customer,43,M,1,Graduate,Single,Blue
714248733,Existing Customer,26,F,0,Unknown,Single,Blue
804481608,Existing Customer,37,F,1,Unknown,Single,Blue
714631833,Existing Customer,53,M,4,Graduate,Married,Blue
769751958,Existing Customer,55,M,3,Unknown,Married,Blue
717999183,Existing Customer,36,M,3,High School,Married,Blue
713075283,Existing Customer,51,M,3,High School,Single,Blue
711561108,Existing Customer,36,M,4,Graduate,Single,Blue
709854483,Existing Customer,35,F,1,High School,Married,Blue
713630733,Existing Customer,34,F,2,Graduate,Single,Blue
717599283,Existing Customer,57,M,0,Doctorate,Married,Blue
806407308,Attrited Customer,54,F,3,College,Single,Blue
712730583,Existing Customer,29,M,0,Uneducated,Married,Blue
712142733,Existing Customer,37,F,3,Post-Graduate,Married,Blue
720153258,Existing Customer,53,F,2,College,Single,Blue
814086333,Existing Customer,36,M,3,College,Married,Blue
715524708,Existing Customer,49,M,5,Unknown,Single,Silver
713307708,Existing Customer,64,F,0,Unknown,Married,Blue
714069858,Existing Customer,53,M,3,Graduate,Married,Blue
712789383,Existing Customer,52,M,1,Graduate,Married,Blue
787983633,Existing Customer,35,F,3,Uneducated,Married,Blue
758583708,Attrited Customer,37,F,3,Graduate,Single,Blue
717130383,Existing Customer,50,M,0,Uneducated,Married,Blue
720770883,Existing Customer,65,F,0,Graduate,Single,Blue
716797758,Existing Customer,53,F,2,Unknown,Married,Blue
713835258,Existing Customer,53,M,1,Unknown,Married,Blue
720677733,Existing Customer,40,M,3,Graduate,Married,Silver
718587858,Existing Customer,39,M,4,High School,Married,Blue
710263608,Existing Customer,53,F,3,High School,Married,Blue
715055433,Existing Customer,36,M,3,Uneducated,Married,Blue
715498308,Existing Customer,35,F,2,Graduate,Married,Blue
708099183,Existing Customer,37,F,2,High School,Single,Blue
716452908,Existing Customer,36,F,1,Unknown,Single,Blue
789959283,Existing Customer,39,M,2,College,Single,Blue
713536158,Existing Customer,65,M,1,College,Married,Blue
716750358,Existing Customer,45,F,1,Unknown,Married,Blue
815299833,Existing Customer,38,F,2,Graduate,Married,Blue
721003008,Attrited Customer,36,F,4,Graduate,Married,Blue
779883933,Existing Customer,40,F,4,Graduate,Married,Blue
716612958,Existing Customer,35,F,2,College,Married,Blue
715859058,Existing Customer,54,M,3,Post-Graduate,Married,Blue
772031733,Existing Customer,40,M,4,Graduate,Single,Blue
720668358,Existing Customer,59,M,0,Uneducated,Single,Blue
778708533,Attrited Customer,26,F,0,High School,Single,Blue
719649408,Existing Customer,46,M,2,High School,Married,Blue
715457658,Existing Customer,29,F,1,Graduate,Married,Blue
711934308,Existing Customer,38,M,3,Graduate,Single,Blue
781326483,Existing Customer,31,M,0,Graduate,Divorced,Blue
712557708,Existing Customer,35,M,1,High School,Married,Blue
789187908,Existing Customer,56,M,2,Uneducated,Married,Blue
773297508,Existing Customer,34,M,3,College,Married,Blue
716529258,Existing Customer,42,M,4,Doctorate,Married,Blue
708242283,Existing Customer,29,M,1,College,Single,Blue
789247458,Existing Customer,32,M,0,Graduate,Single,Blue
717100833,Existing Customer,37,F,2,High School,Married,Blue
716870583,Existing Customer,36,F,3,Unknown,Married,Blue
719999508,Existing Customer,37,M,3,Unknown,Married,Blue
721236408,Existing Customer,38,M,2,Graduate,Married,Blue
720122808,Attrited Customer,52,M,2,High School,Married,Silver
716882658,Existing Customer,62,F,2,Graduate,Married,Blue
713734758,Existing Customer,35,F,2,Graduate,Married,Blue
709085358,Existing Customer,36,M,1,Graduate,Single,Blue
715785933,Existing Customer,54,M,3,College,Married,Blue
717159858,Existing Customer,27,M,1,High School,Single,Blue
713259858,Attrited Customer,26,M,0,High School,Single,Blue
787516908,Existing Customer,56,F,2,Graduate,Married,Blue
711145008,Existing Customer,60,F,1,Graduate,Married,Blue
715013733,Existing Customer,54,M,4,Graduate,Married,Blue
717098208,Existing Customer,48,M,3,Unknown,Married,Blue
737982408,Existing Customer,33,M,1,College,Single,Blue
713216883,Existing Customer,64,F,0,Unknown,Married,Blue
709361058,Existing Customer,35,M,2,Graduate,Married,Blue
710312658,Existing Customer,54,F,2,Unknown,Married,Blue
773383158,Existing Customer,29,F,1,College,Single,Blue
716053083,Attrited Customer,33,M,2,Graduate,Married,Blue
717667833,Existing Customer,34,M,1,Graduate,Married,Blue
716998608,Existing Customer,48,M,3,Graduate,Unknown,Blue
772086408,Existing Customer,38,M,3,High School,Single,Blue
708597558,Existing Customer,42,M,3,High School,Single,Blue
718011783,Existing Customer,55,M,3,Graduate,Married,Blue
714360033,Existing Customer,62,M,1,High School,Married,Blue
811005858,Existing Customer,33,F,0,Unknown,Married,Blue
794485158,Existing Customer,38,M,2,Unknown,Married,Blue
708513183,Existing Customer,39,M,1,Uneducated,Married,Blue
719353158,Existing Customer,56,M,1,College,Married,Blue
711436083,Existing Customer,36,M,1,Graduate,Married,Blue
780374133,Existing Customer,29,M,1,College,Single,Blue
739117233,Existing Customer,57,M,3,High School,Married,Blue
708486033,Existing Customer,55,F,3,Post-Graduate,Married,Blue
795237183,Existing Customer,51,F,2,Graduate,Married,Blue
788788758,Existing Customer,57,F,3,College,Single,Blue
709635858,Existing Customer,56,F,3,Graduate,Married,Blue
789701658,Existing Customer,26,M,0,College,Single,Blue
713484483,Existing Customer,36,F,4,Uneducated,Single,Silver
711954558,Existing Customer,53,F,3,Graduate,Married,Blue
712655583,Existing Customer,41,M,3,Graduate,Married,Blue
779686683,Existing Customer,26,F,0,Post-Graduate,Single,Blue
711226758,Existing Customer,51,F,1,College,Divorced,Blue
713241033,Existing Customer,34,M,0,Graduate,Married,Blue
788754108,Existing Customer,65,F,1,Unknown,Single,Blue
717013383,Existing Customer,52,M,2,High School,Married,Blue
712634133,Existing Customer,54,F,2,Graduate,Married,Blue
709537683,Attrited Customer,37,M,3,College,Married,Blue
778627983,Existing Customer,40,F,3,Graduate,Married,Blue
720241758,Existing Customer,55,M,0,Doctorate,Married,Blue
720814233,Existing Customer,45,M,4,High School,Unknown,Blue
785080308,Existing Customer,37,F,2,High School,Married,Blue
713358633,Existing Customer,30,M,1,Graduate,Single,Blue
720392433,Existing Customer,55,F,1,Unknown,Married,Blue
720282558,Existing Customer,36,M,2,Graduate,Single,Silver
821370858,Existing Customer,39,M,1,Graduate,Married,Blue
799249833,Existing Customer,34,M,2,Graduate,Single,Blue
