Fatura_Cod,Produto,Quantidade,Preco_Unitario,Fatura_Total,Data,Cliente_Cod,Dist_Cod
2855107,INSTANT CAMERA FILM,3,0.99,2.97,27/05/2024 19:10,712164333,28275-198785
3250044,ORGANIC TEA INFUSIONS,3,3.0,9.0,27/05/2024 19:15,803421108,4214-528
9709652,LUXURY CANDLE SET,3,4.99,14.97,27/05/2024 19:20,718503108,16168-168864
5188352,DIY KITS FOR BEGINNERS,2,4.5,9.0,27/05/2024 19:25,820868508,24090-230635
5211287,VINTAGE STYLE WALL CLOCK,2,5.99,11.98,27/05/2024 19:30,710865633,14476-125464
4895918,HANDMADE CERAMIC MUG,2,3.3,6.6,27/05/2024 19:35,721111233,22438-212524
5504501,WIRELESS EARBUDS,1,32.49,32.49,27/05/2024 19:40,716333283,4070-224207
6070189,VINTAGE STYLE WALL CLOCK,2,5.99,11.98,27/05/2024 19:45,823922208,11261-103637
5116089,FRUIT SALAD,1,1.29,1.29,27/05/2024 19:50,721145433,13393-106644
7475157,VELVET CUSHION COVER,3,9.45,28.35,27/05/2024 19:55,780237033,26417-215044
6049210,SMART WATCH FITNESS TRACKER,2,32.99,65.98,27/05/2024 20:00,720364158,19773-160973
6182785,CHESS SET,1,27.99,27.99,27/05/2024 20:05,720823458,30123-21605
1773932,DIGITAL DRAWING TABLET,3,8.99,26.97,27/05/2024 20:10,719706483,32595-122105
5386845,PERSONALIZED NOTEBOOK,3,1.89,5.67,27/05/2024 20:15,720114633,30893-100084
1021146,PINK FLAMINGO BEACH TOWEL,3,3.69,11.07,27/05/2024 20:20,708820308,49712-270565
6455036,REUSABLE GROCERY BAGS,1,1.99,1.99,27/05/2024 20:25,710789058,74409-82477
9134720,FIRST AID KIT,3,3.99,11.97,27/05/2024 20:30,708222558,70319-125885
9875510,WATERPROOF PHONE CASE,1,0.85,0.85,27/05/2024 20:35,720113433,29922-255825
7330419,MINIATURE TERRARIUM,1,2.79,2.79,27/05/2024 20:40,711957708,76982-136614
4629739,WATER BOTTLE WITH FILTER,1,1.49,1.49,27/05/2024 20:45,810545733,1958-139907
7657284,DIGITAL DRAWING TABLET,1,8.99,8.99,27/05/2024 20:50,720565458,11413-105353
1213087,SUNSCREEN SPF 50,2,1.99,3.98,27/05/2024 20:55,802666083,32122-133169
5912562,DIGITAL DRAWING TABLET,2,8.99,17.98,27/05/2024 21:00,709516458,24034-235326
2360647,CHOCOLATE CHIP COOKIES,3,10.77,32.31,27/05/2024 21:05,797232183,16108-168604
7246242,LUXURY CANDLE SET,2,4.99,9.98,27/05/2024 21:10,817977933,32038-129624
6061331,CHESS SET,2,27.99,55.98,27/05/2024 21:15,708367908,28622-249950
3800210,DIGITAL DRAWING TABLET,1,8.99,8.99,27/05/2024 21:20,771217758,8575-70961
4097214,PERSONALIZED NOTEBOOK,2,1.89,3.78,27/05/2024 21:25,714658233,16721-174864
4173684,ORGANIC HONEY,2,1.49,2.98,27/05/2024 21:30,798783858,75922-97412
7841089,BLUE COAT RACK PARIS FASHION,3,22.29,66.87,27/05/2024 21:35,714352533,49542-269724
6795620,HANDMADE SOAP BAR,1,2.49,2.49,27/05/2024 21:40,719046558,11207-103680
4543224,TRAVEL BACKPACK,3,11.99,35.97,27/05/2024 21:45,715680933,30333-71163
3398903,CHOCOLATE CHIP COOKIES,3,10.77,32.31,27/05/2024 21:50,789849108,8141-95769
2355734,EMERGENCY BLANKET,1,2.99,2.99,27/05/2024 21:55,822127008,23549-231166
9197025,FOLDABLE SHOPPING BAG,1,0.99,0.99,27/05/2024 22:00,708862233,7967-94940
6585575,LUXURY BATH BOMB SET,1,335.8,335.8,27/05/2024 22:05,719277033,251-196
3487883,TRAVEL ADAPTERS SET,2,2.2,4.4,27/05/2024 22:10,721236408,16294-159208
1678221,CHESS SET,3,27.99,83.97,27/05/2024 22:15,712649058,5733-7667
2818809,SMART WATCH FITNESS TRACKER,1,32.99,32.99,27/05/2024 22:20,710579583,31904-114993
5523402,HANDMADE CERAMIC MUG,2,3.3,6.6,27/05/2024 22:25,713996283,21095-209346
4265229,HANDMADE CERAMIC MUG,1,3.3,3.3,27/05/2024 22:30,708963258,19782-202924
5463481,FRUIT SALAD,3,1.29,3.87,27/05/2024 22:35,779925033,16341-160305
7911242,HANDMADE CERAMIC MUG,3,3.3,9.9,27/05/2024 22:40,713656308,17646-153585
7667487,CHESS SET,1,27.99,27.99,27/05/2024 22:45,751166508,16007-162926
6932825,HANDMADE SOAP BAR,2,2.49,4.98,27/05/2024 22:50,778163508,73946-106028
3317886,SPICED TEA MIX,1,0.99,0.99,27/05/2024 22:55,713295183,74155-25928
6044323,SHORT NIKE M,2,2.0,4.0,27/05/2024 23:00,709455108,22050-217324
6232998,FOLDABLE SHOPPING BAG,3,0.99,2.97,27/05/2024 23:05,713060283,2183-144508
2549852,AROMATHERAPY DIFFUSER,1,3.49,3.49,27/05/2024 23:10,816086508,29392-253445
8475917,HANDMADE CERAMIC MUG,3,3.3,9.9,27/05/2024 23:15,789394833,29752-255187
2079882,VEGAN BURGERS,3,3.49,10.47,27/05/2024 23:20,710070183,28330-250066
2110934,CHOCOLATE CAKE,1,2.99,2.99,27/05/2024 23:25,789911808,3245-1808
8186682,FRUIT SALAD,3,1.29,3.87,27/05/2024 23:30,712452033,14044-108071
1645300,VEGAN BURGERS,3,3.49,10.47,27/05/2024 23:35,709410033,29285-249431
7571944,LUXURY BATH BOMB SET,1,335.8,335.8,27/05/2024 23:40,714148758,6539-155146
5102351,TRAVEL ADAPTERS SET,1,2.2,2.2,27/05/2024 23:45,712987608,31651-117277
5937280,SUSHI MAKING KIT,2,6.99,13.98,27/05/2024 23:50,718837683,19608-202106
6719386,FRUIT SALAD,2,1.29,2.58,27/05/2024 23:55,713254983,73904-108009
1529949,RAINBOW UNICORN T-SHIRT,2,3.12,6.24,28/05/2024 00:00,719207733,73829-99893
4294805,AROMATHERAPY DIFFUSER,3,3.49,10.47,28/05/2024 00:05,720068808,23479-229327
7140069,FOLDABLE SHOPPING BAG,2,0.99,1.98,28/05/2024 00:10,768643158,73592-80260
4658641,LUXURY BATH BOMB SET,1,335.8,335.8,28/05/2024 00:15,713431008,18674-194126
2581724,FOLDABLE SHOPPING BAG,1,0.99,0.99,28/05/2024 00:20,816776283,76183-88408
3123209,WATER BOTTLE WITH FILTER,1,1.49,1.49,28/05/2024 00:25,719154483,14119-110665
1714563,WATER BOTTLE WITH FILTER,2,1.49,2.98,28/05/2024 00:30,721236408,8013-148767
6682639,POWER BANK CHARGER,2,9.99,19.98,28/05/2024 00:35,789849108,75680-74487
9968691,SMART WATCH FITNESS TRACKER,2,32.99,65.98,28/05/2024 00:40,789744033,20861-208524
6690092,CLASSIC BLACK SUNGLASSES,1,3.71,3.71,28/05/2024 00:45,780068283,9692-98012
1439480,VELVET CUSHION COVER,2,9.45,18.9,28/05/2024 00:50,718256658,16405-171224
7993657,EMERGENCY BLANKET,1,2.99,2.99,28/05/2024 00:55,719473458,17206-101163
2887434,INSTANT CAMERA FILM,1,0.99,0.99,28/05/2024 01:00,709897983,8110-95766
7918889,CHESS SET,1,27.99,27.99,28/05/2024 01:05,714181008,21305-210704
3764944,GIN TONIC ABSOLUT,2,2.43,4.86,28/05/2024 01:10,711964533,75940-106270
6698313,ORGANIC HONEY,1,1.49,1.49,28/05/2024 01:15,719462433,19944-202505
9095295,FRUIT SALAD,3,1.29,3.87,28/05/2024 01:20,789450408,19268-200284
1244683,TRAVEL BACKPACK,1,11.99,11.99,28/05/2024 01:25,770581983,23241-227404
1759031,SMART WATCH FITNESS TRACKER,2,32.99,65.98,28/05/2024 01:30,817422408,30364-76362
6936738,MINIATURE TERRARIUM,1,2.79,2.79,28/05/2024 01:35,715797783,28121-249447
1384041,VELVET CUSHION COVER,1,9.45,9.45,28/05/2024 01:40,779877858,9694-233146
7747215,ORGANIC HONEY,3,1.49,4.47,28/05/2024 01:45,719648358,76543-95664
6354343,CHOCOLATE CHIP COOKIES,1,10.77,10.77,28/05/2024 01:50,720323208,28305-249857
6275687,ORGANIC HONEY,2,1.49,2.98,28/05/2024 01:55,823840458,14368-112365
6257681,VELVET CUSHION COVER,3,9.45,28.35,28/05/2024 02:00,714366708,26013-239095
8877236,SPICED TEA MIX,3,0.99,2.97,28/05/2024 02:05,709143183,21375-209485
8266951,MODERN WALL ART PRINT,2,4.2,8.4,28/05/2024 02:10,718426533,31079-103153
8437776,BOARD GAMES COLLECTION,3,9.99,29.97,28/05/2024 02:15,795844983,15887-165985
3933358,EMERGENCY BLANKET,3,2.99,8.97,28/05/2024 02:20,752604633,24465-228008
8457688,FOLDABLE SHOPPING BAG,2,0.99,1.98,28/05/2024 02:25,773155533,23854-232084
7363873,GIN TONIC ABSOLUT,3,2.43,7.29,28/05/2024 02:30,714600258,130-87
4985732,DIY CANDLE MAKING KIT,2,5.2,10.4,28/05/2024 02:35,719514783,19106-192665
1809218,FROZEN YOGURT,2,1.99,3.98,28/05/2024 02:40,718215033,34223-30699
7887083,FRUIT SALAD,1,1.29,1.29,28/05/2024 02:45,717781608,47718-259426
4964762,CHESS SET,2,27.99,55.98,28/05/2024 02:50,768243858,22164-218164
3863183,TRAVEL BACKPACK,1,11.99,11.99,28/05/2024 02:55,720616908,17117-177224
2843197,HIGH QUALITY COFFEE BEANS,1,1.79,1.79,28/05/2024 03:00,711639708,115-66
7227066,ECO-FRIENDLY BAMBOO TOOTHBRUSH,2,0.75,1.5,28/05/2024 03:05,713977308,21797-215384
6963584,TRAVEL BACKPACK,3,11.99,35.97,28/05/2024 03:10,806256333,11483-104846
6183337,WATERPROOF PHONE CASE,3,0.85,2.55,28/05/2024 03:15,710490708,22251-208187
1950185,SMART WATCH FITNESS TRACKER,1,32.99,32.99,28/05/2024 03:20,712939533,13198-98190
7191884,VINTAGE STYLE WALL CLOCK,2,5.99,11.98,28/05/2024 03:25,718983333,27236-246106
4319145,DIGITAL DRAWING TABLET,2,8.99,17.98,28/05/2024 03:30,710702733,5191-147248
3109543,INSTANT CAMERA FILM,1,0.99,0.99,28/05/2024 03:35,713188383,50763-276066
9806867,FRESHLY BAKED BREAD,1,1.49,1.49,28/05/2024 03:40,774012933,75940-106270
3729338,CHOCOLATE CAKE,3,2.99,8.97,28/05/2024 03:45,717602733,2406-12023
5286149,SMART WATCH FITNESS TRACKER,1,32.99,32.99,28/05/2024 03:50,708557358,614-328
1155326,PINK FLAMINGO BEACH TOWEL,1,3.69,3.69,28/05/2024 03:55,787500333,74465-67181
6435263,HIGH QUALITY COFFEE BEANS,3,1.79,5.37,28/05/2024 04:00,779031033,76364-97139
5914378,SMART WATCH FITNESS TRACKER,1,32.99,32.99,28/05/2024 04:05,709934808,38126-94637
5619256,PERSONALIZED NOTEBOOK,1,1.89,1.89,28/05/2024 04:10,772706283,26630-244544
1841887,HIGH QUALITY COFFEE BEANS,1,1.79,1.79,28/05/2024 04:15,712297683,22280-208834
4057794,CHESS SET,3,27.99,83.97,28/05/2024 04:20,716974383,25989-237493
3052834,AROMATHERAPY DIFFUSER,1,3.49,3.49,28/05/2024 04:25,789082758,22953-226384
9758619,WATER BOTTLE WITH FILTER,2,1.49,2.98,28/05/2024 04:30,710622333,49653-270511
9185246,ECO-FRIENDLY BAMBOO TOOTHBRUSH,3,0.75,2.25,28/05/2024 04:35,708895158,49917-271687
2195287,WIRELESS EARBUDS,1,32.49,32.49,28/05/2024 04:40,713971608,76574-100203
8542686,VELVET CUSHION COVER,3,9.45,28.35,28/05/2024 04:45,720725883,3257-1845
7931677,POWER BANK CHARGER,1,9.99,9.99,28/05/2024 04:50,711150333,21626-213645
5579855,HEADPHONES WITH NOISE CANCELLATION,2,25.99,51.98,28/05/2024 04:55,713574708,25368-238534
6248685,SUSHI MAKING KIT,1,6.99,6.99,28/05/2024 05:00,803968233,1706-144224
2086964,CHOCOLATE CHIP COOKIES,2,10.77,21.54,28/05/2024 05:05,802884933,34331-98241
1940994,VELVET CUSHION COVER,2,9.45,18.9,28/05/2024 05:10,806170158,20894-198024
3697195,CHOCOLATE CHIP COOKIES,1,10.77,10.77,28/05/2024 05:15,709826058,38154-99071
2849835,MINIATURE TERRARIUM,3,2.79,8.37,28/05/2024 05:20,712038258,74970-102935
4466704,WIRELESS EARBUDS,2,32.49,64.98,28/05/2024 05:25,716961933,8807-91806
6619243,FRESHLY BAKED BREAD,1,1.49,1.49,28/05/2024 05:30,719523108,21445-212345
6968086,WATER BOTTLE WITH FILTER,1,1.49,1.49,28/05/2024 05:35,826077033,5934-38359
3083495,PERSONALIZED NOTEBOOK,3,1.89,5.67,28/05/2024 05:40,718513233,28274-94695
4117229,INSTANT CAMERA FILM,1,0.99,0.99,28/05/2024 05:45,827712108,28622-249950
5145441,LUXURY BATH BOMB SET,3,335.8,1007.4,28/05/2024 05:50,804415083,32401-137525
3761137,CHESS SET,1,27.99,27.99,28/05/2024 05:55,718416858,24101-235165
8702706,WATERPROOF PHONE CASE,3,0.85,2.55,28/05/2024 06:00,719701383,23293-229025
5117152,DIGITAL DRAWING TABLET,1,8.99,8.99,28/05/2024 06:05,711600033,21146-209384
7448617,TRAVEL ADAPTERS SET,1,2.2,2.2,28/05/2024 06:10,712207683,9540-96387
8803375,FIRST AID KIT,2,3.99,7.98,28/05/2024 06:15,713316558,11599-103470
2739817,SHORT NIKE M,2,2.0,4.0,28/05/2024 06:20,712925808,10499-103660
4737881,WIRELESS EARBUDS,1,32.49,32.49,28/05/2024 06:25,711226758,22647-212964
4591612,ORGANIC TEA INFUSIONS,3,3.0,9.0,28/05/2024 06:30,779635533,8698-93138
7445024,DIGITAL DRAWING TABLET,1,8.99,8.99,28/05/2024 06:35,779805408,50073-272726
1007893,MINIATURE TERRARIUM,1,2.79,2.79,28/05/2024 06:40,709334658,26186-242644
5102993,ORGANIC HONEY,1,1.49,1.49,28/05/2024 06:45,802817358,48685-252008
2901139,SPACEBOY LUNCH BOX,1,1.0,1.0,28/05/2024 06:50,709865883,73523-36440
5004615,SHORT NIKE M,2,2.0,4.0,28/05/2024 06:55,789351783,75353-102275
7805927,SUNSCREEN SPF 50,2,1.99,3.98,28/05/2024 07:00,715052583,48756-265075
5686648,EMERGENCY BLANKET,1,2.99,2.99,28/05/2024 07:05,790102008,10849-103163
4676169,CHESS SET,1,27.99,27.99,28/05/2024 07:10,719268333,24227-236232
9555196,DIY CANDLE MAKING KIT,1,5.2,5.2,28/05/2024 07:15,720933408,32204-120384
5983961,SMART WATCH FITNESS TRACKER,1,32.99,32.99,28/05/2024 07:20,709334658,5395-1145
1461314,FOLDABLE SHOPPING BAG,2,0.99,1.98,28/05/2024 07:25,719914908,12926-137800
8534352,SHORT NIKE M,1,2.0,2.0,28/05/2024 07:30,715155033,5471-1581
3366351,FRUIT SALAD,1,1.29,1.29,28/05/2024 07:35,711929058,9674-97633
6891916,PORTABLE BLUETOOTH SPEAKER,2,17.99,35.98,28/05/2024 07:40,721315233,28431-249735
8588559,WATERPROOF PHONE CASE,3,0.85,2.55,28/05/2024 07:45,713005908,1137-152687
4567365,VEGAN BURGERS,2,3.49,6.98,28/05/2024 07:50,771559158,7582-18664
3084829,SUNSCREEN SPF 50,2,1.99,3.98,28/05/2024 07:55,713923233,18017-180884
7995680,REUSABLE GROCERY BAGS,1,1.99,1.99,28/05/2024 08:00,807349158,15645-163844
4154623,GIN TONIC ABSOLUT,1,2.43,2.43,28/05/2024 08:05,802002858,28121-249447
6662552,HANDMADE CERAMIC MUG,1,3.3,3.3,28/05/2024 08:10,713419908,13526-103969
8095455,ECO-FRIENDLY BAMBOO TOOTHBRUSH,1,0.75,0.75,28/05/2024 08:15,710299608,11709-104595
6536473,PERSONALIZED NOTEBOOK,1,1.89,1.89,28/05/2024 08:20,716999883,25033-219205
6535151,TRAVEL ADAPTERS SET,2,2.2,4.4,28/05/2024 08:25,713588958,47490-252405
6786066,GIN TONIC ABSOLUT,1,2.43,2.43,28/05/2024 08:30,819714408,30633-100055
7505994,HIGH QUALITY COFFEE BEANS,2,1.79,3.58,28/05/2024 08:35,709079883,5201-291
8080764,ORGANIC TEA INFUSIONS,1,3.0,3.0,28/05/2024 08:40,710155983,25661-241969
1894805,HANDMADE SOAP BAR,1,2.49,2.49,28/05/2024 08:45,811762383,5507-1460
7816631,GIN TONIC ABSOLUT,3,2.43,7.29,28/05/2024 08:50,789289383,24881-239326
2836570,SPACEBOY LUNCH BOX,2,1.0,2.0,28/05/2024 08:55,803043933,26413-239416
9625427,TRAVEL ADAPTERS SET,2,2.2,4.4,28/05/2024 09:00,798007308,15756-164625
7502212,ECO-FRIENDLY BAMBOO TOOTHBRUSH,2,0.75,1.5,28/05/2024 09:05,719512983,31082-104657
5076557,FRESHLY BAKED BREAD,3,1.49,4.47,28/05/2024 09:10,815091333,75672-94216
6592342,SPACEBOY LUNCH BOX,1,1.0,1.0,28/05/2024 09:15,708649683,8553-41241
8811882,EMERGENCY BLANKET,2,2.99,5.98,28/05/2024 09:20,715449333,29570-254297
4675844,CHOCOLATE CAKE,3,2.99,8.97,28/05/2024 09:25,714074808,282-1425
9501892,SHORT NIKE M,2,2.0,4.0,28/05/2024 09:30,709965858,477-5346
6656015,WATER BOTTLE WITH FILTER,1,1.49,1.49,28/05/2024 09:35,713920158,7459-2912
7585650,HANDMADE CERAMIC MUG,1,3.3,3.3,28/05/2024 09:40,719679858,9060-151989
6215839,PINK FLAMINGO BEACH TOWEL,2,3.69,7.38,28/05/2024 09:45,708655983,4665-100880
1472270,POWER BANK CHARGER,1,9.99,9.99,28/05/2024 09:50,713583408,74307-78801
4975991,LUXURY CANDLE SET,2,4.99,9.98,28/05/2024 09:55,790134408,4604-98136
9627399,HEADPHONES WITH NOISE CANCELLATION,3,25.99,77.97,28/05/2024 10:00,771529608,8822-93465
1631454,CLASSIC BLACK SUNGLASSES,1,3.71,3.71,28/05/2024 10:05,711416958,79646-108553
1291021,LUXURY BATH BOMB SET,2,335.8,671.6,28/05/2024 10:10,788677533,8712-94224
2016068,CHOCOLATE CHIP COOKIES,2,10.77,21.54,28/05/2024 10:15,772300383,372-64400
8355494,HANDMADE CERAMIC MUG,3,3.3,9.9,28/05/2024 10:20,718115733,7980-95491
6936150,EMERGENCY BLANKET,3,2.99,8.97,28/05/2024 10:25,708373083,31185-105743
7853202,RAINBOW UNICORN T-SHIRT,3,3.12,9.36,28/05/2024 10:30,712221408,16590-171364
4066879,HIGH QUALITY COFFEE BEANS,3,1.79,5.37,28/05/2024 10:35,789541458,10168-99962
2236818,FRESHLY BAKED BREAD,2,1.49,2.98,28/05/2024 10:40,771342183,31560-111248
2317642,LUXURY CANDLE SET,1,4.99,4.99,28/05/2024 10:45,816033783,12218-33459
9134599,DIGITAL DRAWING TABLET,1,8.99,8.99,28/05/2024 10:50,805282908,22904-224486
3077478,FIRST AID KIT,2,3.99,7.98,28/05/2024 10:55,713896533,2826-87462
2145515,HIGH QUALITY COFFEE BEANS,3,1.79,5.37,28/05/2024 11:00,714527433,26694-245068
5771684,SHORT NIKE M,1,2.0,2.0,28/05/2024 11:05,709176108,8448-35099
3555161,LUXURY BATH BOMB SET,3,335.8,1007.4,28/05/2024 11:10,719621958,72535-102000
2975571,FIRST AID KIT,2,3.99,7.98,28/05/2024 11:15,721468533,6428-39980
6861289,VINTAGE STYLE WALL CLOCK,1,5.99,5.99,28/05/2024 11:20,714687858,16994-177925
5708692,SPICED TEA MIX,1,0.99,0.99,28/05/2024 11:25,716229108,6484-51319
6095456,TRAVEL BACKPACK,2,11.99,23.98,28/05/2024 11:30,794558658,74445-73693
2917082,SUNSCREEN SPF 50,2,1.99,3.98,28/05/2024 11:35,711567333,6238-185604
3773456,SUNSCREEN SPF 50,2,1.99,3.98,28/05/2024 11:40,709246683,17002-175727
6077623,WATERPROOF PHONE CASE,2,0.85,1.7,28/05/2024 11:45,709273383,75499-99551
2615762,ORGANIC TEA INFUSIONS,2,3.0,6.0,28/05/2024 11:50,766021083,10509-101064
2137253,WIRELESS EARBUDS,1,32.49,32.49,28/05/2024 11:55,772415808,27497-247886
9167654,POWER BANK CHARGER,2,9.99,19.98,28/05/2024 12:00,712986483,17041-178990
4005485,ECO-FRIENDLY BAMBOO TOOTHBRUSH,2,0.75,1.5,28/05/2024 12:05,779647608,18695-194287
3920276,HANDMADE CERAMIC MUG,3,3.3,9.9,28/05/2024 12:10,709269708,24246-236684
3544921,MINIATURE TERRARIUM,1,2.79,2.79,28/05/2024 12:15,717013383,24273-236805
5382846,INSTANT CAMERA FILM,3,0.99,2.97,28/05/2024 12:20,717172308,4751-104207
2187839,HANDMADE CERAMIC MUG,3,3.3,9.9,28/05/2024 12:25,783554958,1927-141585
3670286,TRAVEL ADAPTERS SET,1,2.2,2.2,28/05/2024 12:30,748617858,48984-265754
5657285,AROMATHERAPY DIFFUSER,1,3.49,3.49,28/05/2024 12:35,719095533,7621-25449
2329221,CHOCOLATE CHIP COOKIES,1,10.77,10.77,28/05/2024 12:40,822056583,5126-148407
6409250,PERSONALIZED NOTEBOOK,2,1.89,3.78,28/05/2024 12:45,814191333,8284-185364
5285074,FRUIT SALAD,1,1.29,1.29,28/05/2024 12:50,718227033,2959-83395
6030756,DIY CANDLE MAKING KIT,2,5.2,10.4,28/05/2024 12:55,804403908,17638-183830
1074837,ECO-FRIENDLY BAMBOO TOOTHBRUSH,2,0.75,1.5,28/05/2024 13:00,719951208,40436-99347
8522502,VINTAGE STYLE WALL CLOCK,3,5.99,17.97,28/05/2024 13:05,716604633,76179-93199
9717344,PERSONALIZED NOTEBOOK,2,1.89,3.78,28/05/2024 13:10,768582033,8860-95135
4909596,SUSHI MAKING KIT,1,6.99,6.99,28/05/2024 13:15,708516558,22208-218804
3640552,VINTAGE STYLE WALL CLOCK,3,5.99,17.97,28/05/2024 13:20,768638208,79682-102417
4574498,FRESHLY BAKED BREAD,2,1.49,2.98,28/05/2024 13:25,711064008,24813-238368
1052800,AROMATHERAPY DIFFUSER,2,3.49,6.98,28/05/2024 13:30,827408058,19153-192864
4905501,CHOCOLATE CAKE,2,2.99,5.98,28/05/2024 13:35,718612758,19268-200284
7566893,FRESHLY BAKED BREAD,1,1.49,1.49,28/05/2024 13:40,749211483,18294-188424
7604924,SPACEBOY LUNCH BOX,2,1.0,2.0,28/05/2024 13:45,713983308,7552-13240
6955972,WATERPROOF PHONE CASE,2,0.85,1.7,28/05/2024 13:50,708176208,22728-159605
4444543,GIN TONIC ABSOLUT,3,2.43,7.29,28/05/2024 13:55,712410858,15126-157725
6155580,SUNSCREEN SPF 50,3,1.99,5.97,28/05/2024 14:00,815838633,32276-131205
1387756,SMART WATCH FITNESS TRACKER,3,32.99,98.97,28/05/2024 14:05,721468533,24580-235452
3578768,VELVET CUSHION COVER,3,9.45,28.35,28/05/2024 14:10,712533708,22679-221307
6198280,TRAVEL BACKPACK,3,11.99,35.97,28/05/2024 14:15,794113758,72708-33980
7587437,VEGAN BURGERS,2,3.49,6.98,28/05/2024 14:20,710017758,19030-193844
3552610,HANDMADE SOAP BAR,1,2.49,2.49,28/05/2024 14:25,788994783,34287-79326
9911412,ECO-FRIENDLY BAMBOO TOOTHBRUSH,1,0.75,0.75,28/05/2024 14:30,789705408,7705-20440
4174403,TRAVEL BACKPACK,3,11.99,35.97,28/05/2024 14:35,719196858,10465-99640
1637253,PERSONALIZED NOTEBOOK,2,1.89,3.78,28/05/2024 14:40,718893333,19101-191889
1107146,VINTAGE STYLE WALL CLOCK,2,5.99,11.98,28/05/2024 14:45,779397183,75189-84389
6019034,DIY CANDLE MAKING KIT,2,5.2,10.4,28/05/2024 14:50,717775608,72974-70000
7837876,BOARD GAMES COLLECTION,3,9.99,29.97,28/05/2024 14:55,718307433,24613-238415
8181168,DIY CANDLE MAKING KIT,1,5.2,5.2,28/05/2024 15:00,716322783,3680-152305
1142318,LUXURY CANDLE SET,2,4.99,9.98,28/05/2024 15:05,717511533,8147-153110
4001652,DIY KITS FOR BEGINNERS,1,4.5,4.5,28/05/2024 15:10,709967358,19174-173264
9693825,FRESHLY BAKED BREAD,2,1.49,2.98,28/05/2024 15:15,778734108,47171-254904
9950515,PORTABLE BLUETOOTH SPEAKER,1,17.99,17.99,28/05/2024 15:20,720612333,825-2037
5329695,VELVET CUSHION COVER,3,9.45,28.35,28/05/2024 15:25,709071408,8921-95320
8218306,HANDMADE CERAMIC MUG,2,3.3,6.6,28/05/2024 15:30,789469083,75953-105307
9616266,FRUIT SALAD,1,1.29,1.29,28/05/2024 15:35,790108908,32028-118769
3095684,SMART WATCH FITNESS TRACKER,2,32.99,65.98,28/05/2024 15:40,796532958,16990-166425
1714897,CHESS SET,2,27.99,55.98,28/05/2024 15:45,720971358,32692-137044
4022102,TRAVEL BACKPACK,1,11.99,11.99,28/05/2024 15:50,718299933,7079-150284
6774238,TRAVEL BACKPACK,2,11.99,23.98,28/05/2024 15:55,708902883,31587-117324
2635782,HEADPHONES WITH NOISE CANCELLATION,3,25.99,77.97,28/05/2024 16:00,714791208,32397-137776
5851295,RAINBOW UNICORN T-SHIRT,3,3.12,9.36,28/05/2024 16:05,718487958,24484-238005
7469914,SMART WATCH FITNESS TRACKER,1,32.99,32.99,28/05/2024 16:10,778888083,12900-154604
1516710,DIGITAL DRAWING TABLET,3,8.99,26.97,28/05/2024 16:15,714130233,23435-230032
3163727,SHORT NIKE M,1,2.0,2.0,28/05/2024 16:20,769756983,32181-132308
9771172,TRAVEL BACKPACK,3,11.99,35.97,28/05/2024 16:25,720654183,16072-168164
6276369,TRAVEL BACKPACK,2,11.99,23.98,28/05/2024 16:30,772051308,32475-134464
2608143,GIN TONIC ABSOLUT,1,2.43,2.43,28/05/2024 16:35,818235408,25391-230638
6894910,EMERGENCY BLANKET,3,2.99,8.97,28/05/2024 16:40,720633558,3304-2764
3679059,FRESHLY BAKED BREAD,1,1.49,1.49,28/05/2024 16:45,721335558,76256-95151
4039118,EMERGENCY BLANKET,3,2.99,8.97,28/05/2024 16:50,719076858,18024-182807
8347129,WATER BOTTLE WITH FILTER,1,1.49,1.49,28/05/2024 16:55,717078933,27420-247245
3471813,CHOCOLATE CHIP COOKIES,2,10.77,21.54,28/05/2024 17:00,712714008,24562-223704
3925463,WATER BOTTLE WITH FILTER,2,1.49,2.98,28/05/2024 17:05,709453833,28478-250729
3477705,FRUIT SALAD,1,1.29,1.29,28/05/2024 17:10,715335558,23737-231984
9765165,BOARD GAMES COLLECTION,1,9.99,9.99,28/05/2024 17:15,716761308,74243-62599
5357165,SMART WATCH FITNESS TRACKER,3,32.99,98.97,28/05/2024 17:20,711208083,72620-24288
7332488,SMART WATCH FITNESS TRACKER,2,32.99,65.98,28/05/2024 17:25,751422258,19663-198684
2329651,HEADPHONES WITH NOISE CANCELLATION,2,25.99,51.98,28/05/2024 17:30,711606558,6204-615
2668133,SPICED TEA MIX,2,0.99,1.98,28/05/2024 17:35,789575583,8642-94061
3845187,POWER BANK CHARGER,3,9.99,29.97,28/05/2024 17:40,824770683,5573-164244
6787764,TRAVEL BACKPACK,1,11.99,11.99,28/05/2024 17:45,720307683,76902-125825
5717160,CHOCOLATE CHIP COOKIES,2,10.77,21.54,28/05/2024 17:50,797666358,40935-88240
9615503,SPACEBOY LUNCH BOX,3,1.0,3.0,28/05/2024 17:55,709669533,76668-99366
2151721,GIN TONIC ABSOLUT,1,2.43,2.43,28/05/2024 18:00,709432833,50154-272526
4561949,SMART WATCH FITNESS TRACKER,3,32.99,98.97,28/05/2024 18:05,808964433,28655-250203
7759062,DIY CANDLE MAKING KIT,3,5.2,15.6,28/05/2024 18:10,708132783,3041-144886
4514645,FIRST AID KIT,1,3.99,3.99,28/05/2024 18:15,779519058,2987-93203
